id;name;age;height;weight;nationality;club;rating;value_M;wage_K;preferred_foot;real_face;position;jersey_number;pace;shooting;passing;dribbling;defending;physic;heading;free_kick;ball_control;acceleration;speed;real_face_Yes;preferred_foot_Right
220649;S. Vecchia;24;183;80;Sweden;IK Sirius;64;0.6;1;Right;No;RM;22;77;53;59;67;35;63;32;37;66;81;74;0;1
222227;P. Berg;21;178;70;Norway;FK Bodø/Glimt;64;0.6;1;Right;No;CM;7;76;57;61;64;51;65;41;49;64;74;77;0;1
222488;N. Fazzi;24;183;78;Italy;Atalanta;64;0.6;9;Right;No;LM;39;70;44;60;65;59;74;51;53;68;68;72;0;1
223069;O. Sowunmi;23;199;93;England;Colchester United;64;0.55;3;Right;No;CB;6;68;37;38;37;61;80;64;28;40;67;69;0;1
224891;Rafael Ramos;24;170;70;Portugal;Santa Clara;64;0.525;1;Right;No;RB;2;71;49;53;65;62;69;53;36;63;73;70;0;1
225739;Jin Yangyang;26;186;70;China PR;Hebei China Fortune FC;64;0.525;3;Right;No;CB;4;57;29;37;39;65;71;63;29;36;54;60;0;1
226057;D. Wynne;24;178;75;New Zealand;Colorado Rapids;64;0.55;2;Left;No;CB;27;73;27;51;62;61;69;61;32;60;76;70;0;0
226782;R. Williams;24;180;77;Jamaica;Columbus Crew SC;64;0.625;2;Right;No;ST;17;77;65;48;63;25;62;59;27;62;76;77;0;1
227857;B. Badibanga;23;176;71;Belgium;Waasland-Beveren;64;0.6;3;Right;No;LM;11;72;60;58;70;24;52;30;64;66;75;70;0;1
229267;P. Hercher;23;184;81;Germany;1. FC Kaiserslautern;64;0.6;1;Right;No;RM;23;75;61;57;64;34;71;42;36;64;71;78;0;1
230038;A. Maisonnial;21;188;74;France;Paris FC;64;0.45;1;Right;No;GK;30;;;;;;;20;16;17;62;63;0;1
231383;Y. Aygün;23;193;86;Turkey;Göztepe SK;64;0.45;3;Right;No;GK;14;;;;;;;11;10;16;45;48;0;1
233386;P. Yrizar;21;184;78;Mexico;Querétaro;64;0.6;2;Left;No;LM;17;72;61;60;65;24;54;62;32;65;74;71;0;0
234148;W. Janssens;23;185;70;Belgium;Sint-Truidense VV;64;0.55;2;Right;No;CB;22;68;63;50;64;63;58;65;45;61;61;73;0;1
234388;M. Wachs;23;180;76;Germany;SV Wehen Wiesbaden;64;0.525;3;Left;No;LB;33;73;50;61;64;57;66;48;49;63;69;77;0;0
235397;N. Freeman;23;180;78;England;Wycombe Wanderers;64;0.6;2;Right;No;LM;22;78;56;59;65;38;59;44;43;63;79;78;0;1
240260;S. Sow;22;182;74;Netherlands;RKC Waalwijk;64;0.625;2;Right;No;ST;19;73;61;53;64;29;58;62;38;65;75;72;0;1
241540;T. Goppel;22;178;73;Netherlands;ADO Den Haag;64;0.6;2;Right;No;RM;26;80;53;60;66;55;63;57;48;66;78;81;0;1
241765;C. Akas;25;188;90;Nigeria;Os Belenenses;64;0.525;2;Left;No;LB;27;69;40;51;62;61;74;49;38;64;70;68;0;0
241911;D. Kvande;24;189;78;Norway;Ranheim Fotball;64;0.55;1;Right;No;CB;3;53;45;63;57;62;70;60;60;62;54;53;0;1
243346;N. Heidemann;24;185;78;Germany;SC Preußen Münster;64;0.525;1;Left;No;LB;33;74;43;53;58;60;73;55;36;56;74;74;0;0
243395;C. Essers;22;180;67;Netherlands;Fortuna Sittard;64;0.525;2;Right;No;RB;12;66;27;54;65;62;65;59;24;66;67;66;0;1
243894;B. Stillhart;25;178;69;Switzerland;FC Thun;64;0.6;4;Right;No;CM;10;62;51;62;66;56;63;60;45;69;63;61;0;1
244636;D. Moreno;24;179;78;Colombia;Junior FC;64;0.6;1;Right;No;RM;11;89;58;49;63;21;66;58;34;56;89;89;0;1
244955;G. Rodríguez;25;177;70;Uruguay;UD Almería;64;0.525;2;Left;No;LB;18;70;35;47;63;62;58;47;33;66;69;71;0;0
245528;Edu Espiau;24;185;79;Spain;Villarreal CF;64;0.625;6;Right;No;ST;31;64;63;52;60;25;58;67;39;60;62;65;0;1
245898;C. Elva;22;180;81;Canada;FC Ingolstadt 04;64;0.6;2;Right;No;LM;14;85;53;53;69;26;63;58;34;61;86;85;0;1
246750;S. Haudum;24;189;81;Austria;LASK Linz;64;0.55;2;Right;No;CM;23;57;50;56;52;64;73;59;41;56;53;61;0;1
247027;Ruan;24;170;80;Brazil;Orlando City SC;64;0.525;2;Right;No;RB;2;89;27;54;67;56;65;40;32;64;88;90;0;1
250731;A. Isaiah;23;176;70;Nigeria;Gil Vicente FC;64;0.6;2;Right;No;CM;99;67;52;56;67;44;61;46;31;68;68;67;0;1
250916;E. Vaessen;23;187;89;Netherlands;RKC Waalwijk;64;0.45;1;Right;No;GK;1;;;;;;;11;16;26;35;36;0;1
251096;S. Hager;24;187;76;Austria;WSG Tirol;64;0.55;2;Left;No;CB;34;66;44;49;52;62;67;61;40;56;65;66;0;0
251232;Jorge Silva;23;183;75;Portugal;FC Paços de Ferreira;64;0.525;2;Right;No;RB;21;68;40;59;65;60;63;43;49;65;67;69;0;1
251325;M. Meyerhöfer;23;179;74;Germany;SpVgg Greuther Fürth;64;0.525;2;Right;No;RB;18;66;37;53;60;63;66;58;35;57;68;65;0;1
251337;Alex Suárez;26;179;74;Spain;UD Las Palmas;64;0.525;3;Right;No;CB;21;70;36;50;48;63;64;66;30;57;68;71;0;1
251481;M. Voduț;24;181;83;Romania;Chindia Târgovişte;64;0.625;2;Right;No;ST;9;81;60;43;64;22;67;59;32;66;79;83;0;1
251533;Marcelinho;22;172;68;Brazil;Clube Sport Marítimo;64;0.6;2;Left;No;LM;80;75;56;62;66;18;49;39;48;63;76;75;0;0
252492;C. Stamboulidis;23;186;78;Greece;Extremadura UD;64;0.55;2;Right;No;CB;3;62;38;48;55;63;66;62;30;59;61;63;0;1
190822;E. Johansen;26;201;102;Norway;SK Brann;64;0.425;1;Right;No;GK;12;;;;;;;24;20;14;20;34;0;1
203357;D. Potts;25;172;70;England;Luton Town;64;0.5;4;Left;No;LB;3;67;39;57;63;63;68;65;37;60;67;67;0;0
205377;D. Léon;26;186;88;France;Stade Brestois 29;64;0.425;3;Right;No;GK;16;;;;;;;13;18;19;48;46;0;1
208781;W. Marinus;24;177;73;Netherlands;FC Emmen;64;0.6;2;Right;No;LM;7;68;61;60;62;36;59;58;60;62;69;67;0;1
208869;D. Poleon;25;176;82;England;Crawley Town;64;0.6;3;Right;No;ST;11;87;60;50;63;22;70;51;33;60;85;88;0;1
209316;T. Haye;24;177;74;Netherlands;Lecce;64;0.6;4;Right;No;RM;7;59;55;70;71;52;54;52;72;72;56;61;0;1
210326;M. Maletić;25;193;88;Bosnia Herzegovina;Paris FC;64;0.6;2;Left;No;ST;8;37;62;52;60;28;73;72;40;66;35;39;0;0
211245;M. Cebula;23;177;65;Poland;Korona Kielce;64;0.6;1;Right;No;LM;7;76;56;62;67;53;62;61;58;65;68;83;0;1
211978;S. Hoare;25;189;75;Republic of Ireland;Dundalk;64;0.525;1;Right;No;CB;4;54;35;50;56;63;68;60;29;58;53;54;0;1
212624;D. Bohl;25;172;69;Germany;Chemnitzer FC;64;0.525;1;Left;No;CM;18;64;51;57;62;61;74;50;50;58;66;63;0;0
214308;A. Martínez;25;176;69;Chile;Audax Italiano;64;0.575;2;Right;No;CM;10;64;59;64;70;48;66;41;61;66;68;61;0;1
214414;R. Ureña;26;178;71;Chile;CD Cobresal;64;0.525;1;Right;No;CM;6;60;51;53;64;61;70;75;42;69;62;59;0;1
215302;F. Marquet;24;171;69;Belgium;KV Oostende;64;0.575;3;Right;No;CM;8;57;53;65;64;62;66;48;67;65;65;50;0;1
215422;F. Holthaus;24;181;74;Germany;Viktoria Köln;64;0.525;1;Left;No;LB;6;74;47;63;65;57;74;49;60;64;70;78;0;0
216106;M. Van Damme;25;182;80;Belgium;KSV Cercle Brugge;64;0.425;3;Right;No;GK;16;;;;;;;15;21;27;49;49;0;1
217826;J. Laurent;24;188;75;England;Shrewsbury;64;0.575;2;Right;No;CM;28;75;58;62;65;56;70;61;45;66;74;75;0;1
218292;D. Djigla;23;175;73;Benin;Chamois Niortais Football Club;64;0.6;2;Right;No;LM;7;91;64;56;66;32;60;46;69;63;90;91;0;1
219392;A. Rufer;23;184;75;New Zealand;Wellington Phoenix;64;0.575;1;Right;No;CM;14;69;56;62;66;58;72;52;61;66;68;69;0;1
219705;D. Węglarz;23;187;75;Poland;Jagiellonia Białystok;64;0.425;2;Right;No;GK;96;;;;;;;17;13;20;30;35;0;1
219785;T. Holmes-Dennis;23;177;73;England;Bristol Rovers;64;0.525;2;Left;No;LB;3;79;47;56;63;59;65;57;36;61;79;79;0;0
221355;N. Thomas;24;178;80;England;Carlisle United;64;0.6;3;Left;No;LM;7;86;60;55;67;37;59;33;45;62;87;85;0;0
221531;M. Maroši;25;190;80;Slovakia;Coventry City;64;0.425;2;Right;No;GK;1;;;;;;;14;14;19;40;42;0;1
221648;Y. Barnawi;25;176;76;Saudi Arabia;Al Taawoun;64;0.5;5;Right;No;RB;2;73;38;53;63;61;71;61;47;60;72;73;0;1
221767;K. Choi;24;176;71;Korea Republic;Karlsruher SC;64;0.6;4;Right;No;ST;37;75;58;54;70;29;48;48;41;67;77;73;0;1
221893;P. Golubović;24;179;72;Serbia;KV Kortrijk;64;0.525;3;Right;No;RB;2;63;26;55;59;61;72;43;31;55;65;61;0;1
223139;A. Zedadka;24;173;72;France;Clermont Foot 63;64;0.525;1;Right;No;RB;19;81;53;53;68;58;59;47;47;68;82;81;0;1
223861;S. Crone;24;183;75;Denmark;Silkeborg IF;64;0.525;2;Right;No;RB;5;75;34;58;64;58;68;52;53;63;74;76;0;1
225128;G. Acampora;25;177;78;Italy;Spezia;64;0.575;1;Left;No;CM;4;60;61;61;65;52;65;41;61;67;64;57;0;0
225868;David Gil;25;186;81;Spain;Cádiz CF;64;0.425;2;Left;No;GK;13;;;;;;;18;20;30;48;46;0;0
227497;M. Fraisl;26;187;79;Austria;SV Sandhausen;64;0.425;1;Right;No;GK;1;;;;;;;20;17;26;42;40;0;1
230694;I. Çipe;24;197;82;Turkey;Kayserispor;64;0.425;2;Right;No;GK;95;;;;;;;15;18;16;45;45;0;1
230713;A. Al Malki;24;176;69;Saudi Arabia;Al Ittihad;64;0.525;6;Right;No;CM;15;64;52;60;63;61;66;52;43;65;62;66;0;1
232963;T. Kanamori;25;171;74;Japan;Sagan Tosu;64;0.6;2;Right;No;ST;39;93;57;53;70;30;69;59;40;65;91;94;0;1
233366;V. Henry;25;178;73;France;Rodez Aveyron Football;64;0.5;1;Right;No;RM;28;75;61;62;70;59;58;54;40;69;75;75;0;1
235324;R. Niemeijer;24;178;71;Netherlands;Heracles Almelo;64;0.6;2;Right;No;CM;29;66;64;59;63;48;56;53;48;65;67;65;0;1
235700;J. Green;24;168;72;England;Barnsley;64;0.6;3;Right;No;RM;15;88;54;56;67;33;52;49;48;62;89;87;0;1
237507;Park Yi-Young;25;186;74;Korea Republic;FC St. Pauli;64;0.5;4;Left;No;RB;20;75;33;54;61;62;63;55;24;62;74;75;0;0
237582;K. Nagato;24;172;71;Japan;Vegalta Sendai;64;0.525;1;Left;No;LB;2;71;40;62;61;59;65;36;54;61;73;70;0;0
237943;D. Scarr;24;188;85;England;Walsall;64;0.525;4;Right;No;CB;6;63;38;42;47;61;75;63;29;50;60;65;0;1
238684;J. Lorch;23;188;79;Germany;SV Wehen Wiesbaden;64;0.525;3;Right;No;CM;24;65;44;56;59;61;75;62;36;63;63;66;0;1
238945;M. Blažič;26;185;81;Slovenia;Slovenia;64;0;0;Right;No;CB;;58;34;37;40;65;66;67;32;46;57;58;0;1
239078;S. Schimmer;25;185;75;Germany;1. FC Heidenheim 1846;64;0.6;4;Right;No;ST;9;64;64;36;58;23;72;61;36;58;65;64;0;1
239181;M. Seegert;25;186;76;Germany;SV Waldhof Mannheim;64;0.525;1;Right;No;CB;5;65;34;49;55;62;69;61;58;56;62;68;0;1
240027;A. Vrenezi;25;177;65;Kosovo;FC Würzburger Kickers;64;0.6;2;Right;No;ST;10;79;62;54;74;22;53;39;43;72;79;79;0;1
240335;B. Jacobsen;25;190;85;Denmark;AC Horsens;64;0.575;3;Right;No;CM;8;60;55;59;63;65;76;65;40;66;58;62;0;1
241010;M. Ortíz;25;186;74;Argentina;Atlético Tucumán;64;0.525;3;Right;No;CB;6;64;25;44;55;62;68;42;23;61;65;64;0;1
242160;M. Lode;26;185;77;Norway;FK Bodø/Glimt;64;0.525;1;Right;No;CB;2;73;33;45;55;62;68;60;28;55;67;77;0;1
243615;L. Nieuwpoort;24;189;70;Netherlands;RKC Waalwijk;64;0.525;2;Left;No;CB;15;66;37;48;57;63;68;62;45;58;65;67;0;0
243749;S. Mamba;25;177;75;Germany;SC Paderborn 07;64;0.6;6;Right;No;ST;30;90;61;44;62;26;67;57;35;59;86;93;0;1
243865;I. Savane;25;181;71;France;Livingston FC;64;0.5;2;Left;No;LB;29;81;37;56;59;59;65;44;31;57;84;79;0;0
246817;J. Méndez;24;184;83;Uruguay;Unión de Santa Fe;64;0.525;3;Right;No;CM;27;61;41;57;58;59;70;55;40;59;54;66;0;1
248879;K. Holzweiler;24;164;60;Germany;Viktoria Köln;64;0.6;1;Right;No;RM;19;86;58;53;71;23;45;31;46;66;90;82;0;1
251277;R. Sirk;25;184;74;Slovenia;Zagłębie Lubin;64;0.6;2;Right;No;ST;9;70;64;42;59;21;67;66;28;57;68;71;0;1
251428;J. Kotei;25;180;70;Ghana;Kaizer Chiefs;64;0.525;1;Right;No;CM;5;70;44;59;62;60;61;62;55;65;71;69;0;1
251486;Nené;24;183;76;Portugal;Santa Clara;64;0.575;1;Left;No;CM;21;60;58;63;62;53;71;54;44;64;59;60;0;0
193937;D. Jablonský;27;190;80;Czech Republic;Cracovia;64;0.5;2;Right;No;CB;85;71;36;44;50;62;71;57;32;51;65;75;0;1
198655;C. Missilou;26;180;75;Congo;Oldham Athletic;64;0.5;3;Right;No;CM;17;67;41;52;60;61;71;54;39;59;69;66;0;1
198811;F. Jensen;26;185;73;Norway;Odds BK;64;0.55;1;Right;No;CM;7;55;52;61;60;62;66;60;58;64;59;52;0;1
199867;Milton Raphael;28;190;77;Brazil;Vitória de Setúbal;64;0.4;1;Right;No;GK;12;;;;;;;16;13;18;26;24;0;1
200525;S. Walker;27;198;78;England;Reading;64;0.4;4;Right;No;GK;1;;;;;;;15;20;25;40;45;0;1
200633;R. McDonald;27;191;82;England;AFC Wimbledon;64;0.5;2;Left;No;CB;4;56;29;47;54;62;71;62;25;56;65;49;0;0
202179;Z. Ismail;25;178;75;England;Bradford City;64;0.575;5;Right;No;RM;11;89;59;55;67;33;60;45;59;64;87;90;0;1
203139;A. Stewart;26;183;76;England;Wycombe Wanderers;64;0.5;2;Right;No;CB;5;56;22;45;46;63;71;65;24;48;57;56;0;1
203292;O. Turton;26;180;75;England;Blackpool;64;0.5;3;Right;No;RB;20;70;43;60;59;60;70;53;35;58;71;70;0;1
204334;I. Gelios;27;190;88;Greece;Holstein Kiel;64;0.4;3;Right;No;GK;30;;;;;;;15;14;16;49;42;0;1
204520;Toni Silva;25;182;74;Guinea Bissau;Astra Giurgiu;64;0.575;3;Left;No;RM;25;80;59;54;66;29;59;45;55;64;79;81;0;0
204652;A. Escoboza;26;171;70;Mexico;Querétaro;64;0.55;3;Left;No;CM;22;76;65;65;71;37;66;52;65;69;75;76;0;0
205015;J. Grimmer;25;184;83;Scotland;Wycombe Wanderers;64;0.5;2;Right;No;RB;19;77;50;56;62;60;65;59;46;60;78;76;0;1
205485;A. Henley;25;178;78;Wales;Bradford City;64;0.5;4;Right;No;RB;22;75;39;54;62;62;62;55;39;58;78;73;0;1
205939;O. Bulut;25;179;69;Germany;Alanyaspor;64;0.575;3;Right;No;RM;25;74;54;62;63;54;68;40;63;54;74;74;0;1
206032;Pol;27;191;80;Spain;CF Fuenlabrada;64;0.4;2;Right;No;GK;13;;;;;;;11;20;29;46;49;0;1
206263;T. Hopper;25;186;76;England;Southend United;64;0.575;3;Left;Yes;ST;9;64;61;49;61;24;70;63;30;63;60;67;1;0
206520;Kim Won Sik;27;186;76;Korea Republic;FC Seoul;64;0.5;2;Right;No;CB;15;71;37;52;49;62;75;59;55;47;70;72;0;1
206598;D. Berntsen;26;175;65;Norway;Tromsø IL;64;0.55;1;Left;No;CM;17;71;64;61;69;42;55;40;58;68;74;68;0;0
207639;C. Reilly;25;185;80;Republic of Ireland;AFC Wimbledon;64;0.55;2;Left;No;CM;33;63;59;62;62;62;77;55;58;60;65;61;0;0
207651;Dolly Menga;26;180;73;Angola;Livingston FC;64;0.575;2;Left;No;ST;45;83;60;52;68;51;70;59;38;64;83;83;0;0
208009;W. Jobello;25;179;68;France;Coventry City;64;0.575;3;Right;No;RM;10;76;64;57;67;26;55;62;42;65;78;75;0;1
208852;K. Morris;25;178;71;England;Tranmere Rovers;64;0.575;2;Left;No;RM;7;76;59;57;66;48;68;51;50;65;75;77;0;0
209475;J. O'Sullivan;25;181;83;Republic of Ireland;Morecambe;64;0.575;3;Right;No;RM;7;79;48;61;64;51;67;50;41;62;79;79;0;1
209675;J. Donacien;25;183;75;St Lucia;Ipswich Town;64;0.5;3;Right;Yes;LB;2;78;34;49;55;62;72;62;24;55;78;78;1;1
210311;S. Spiridonović;25;172;69;Austria;Pogoń Szczecin;64;0.575;2;Left;No;LM;10;91;60;54;73;34;42;47;69;70;92;91;0;0
210502;M. Kuttin;25;194;94;Austria;Wolfsberger AC;64;0.425;2;Right;No;GK;29;;;;;;;22;13;28;34;35;0;1
211001;Alex Vallejo;27;189;74;Spain;CF Fuenlabrada;64;0.5;2;Right;No;CM;16;39;44;60;58;62;63;49;39;69;37;41;0;1
211273;C. Álvarez;26;174;71;Argentina;América de Cali;64;0.55;1;Right;No;CM;8;71;54;64;66;50;55;50;64;66;68;74;0;1
211618;D. Starkl;25;176;70;Austria;FC Admira Wacker Mödling;64;0.575;4;Right;No;ST;7;77;62;56;68;32;66;53;36;67;82;73;0;1
211845;N. Quaschner;25;184;81;Germany;DSC Arminia Bielefeld;64;0.575;4;Right;No;LM;18;80;62;59;63;30;70;62;51;63;79;81;0;1
212790;J. Thiaré;26;183;68;Senegal;Le Havre AC;64;0.575;2;Right;No;ST;14;78;60;52;67;22;57;57;30;63;75;80;0;1
214981;E. Mastrolía;28;183;81;Argentina;Club Atlético Talleres;64;0.4;3;Left;No;GK;29;;;;;;;14;16;16;48;46;0;0
215459;G. Karlen;26;186;79;Switzerland;Neuchâtel Xamax;64;0.575;2;Right;No;ST;11;71;63;50;57;32;62;60;50;59;69;72;0;1
216453;L. Shephard;24;178;67;Wales;Forest Green Rovers;64;0.5;4;Right;No;RM;2;75;48;57;62;60;67;53;40;60;76;74;0;1
216736;Wang Shangyuan;26;185;70;China PR;Henan Jianye FC;64;0.55;3;Right;No;CM;26;71;60;59;67;59;80;60;67;65;68;73;0;1
220271;M. Evouna;26;185;80;Gabon;Santa Clara;64;0.575;2;Right;No;ST;9;64;61;43;60;34;67;70;60;57;65;64;0;1
221235;A. Mosquera;27;182;72;Colombia;Independiente Medellín;64;0.4;1;Left;No;GK;12;;;;;;;11;15;17;45;42;0;0
221812;A. Al Shamekh;26;176;76;Saudi Arabia;Al Shabab;64;0.5;7;Left;No;LB;17;77;39;56;61;59;69;48;62;63;76;78;0;0
221846;Wang Tong;26;179;71;China PR;Shandong Luneng TaiShan FC;64;0.5;4;Right;No;RB;6;79;48;60;60;60;66;54;32;57;76;81;0;1
221856;Luo Senwen;26;188;80;China PR;Chongqing Dangdai Lifan FC SWM Team;64;0.55;3;Right;No;CM;6;59;61;61;66;57;67;54;49;65;56;61;0;1
222018;R. Arciero;26;177;70;Argentina;Club Atlético Banfield;64;0.5;3;Right;No;RB;4;63;33;50;59;65;66;47;41;50;62;64;0;1
222308;Hu Yanqiang;26;178;60;China PR;Beijing Sinobo Guoan FC;64;0.55;4;Right;No;CM;99;84;59;60;68;42;59;40;41;62;82;86;0;1
222351;Luo Jing;25;180;72;China PR;Jiangsu Suning FC;64;0.55;5;Right;No;CM;17;66;59;64;65;57;56;71;61;62;65;66;0;1
223263;Z. Gordon;26;180;77;Scotland;Central Coast Mariners;64;0.5;1;Right;No;RB;2;77;33;47;61;61;75;53;32;60;76;78;0;1
223629;S. Al Jaman;25;174;65;Saudi Arabia;Ettifaq FC;64;0.575;6;Right;No;LM;15;80;60;57;66;24;58;57;48;64;79;81;0;1
224403;G. Alanís;25;186;73;Argentina;Godoy Cruz;64;0.575;3;Left;No;LM;45;71;51;60;60;46;63;56;56;62;68;73;0;0
229465;S. Leyton;26;177;68;Chile;Unión La Calera;64;0.55;1;Right;No;CM;8;66;60;60;63;60;71;66;59;66;66;66;0;1
232803;N. Maeda;24;175;66;Japan;Nagoya Grampus;64;0.575;2;Left;No;RM;25;74;61;58;65;17;65;52;44;56;77;71;0;0
234620;Emanuel Novo;26;190;78;Portugal;FC Hermannstadt;64;0.4;2;Left;No;GK;22;;;;;;;10;12;10;15;19;0;0
235313;A. Calcan;25;172;74;Romania;FC Viitorul;64;0.575;3;Right;No;LM;30;76;57;61;70;36;51;40;65;65;79;73;0;1
237044;S. Vergara;25;170;68;Chile;CD Everton de Viña del Mar;64;0.575;1;Right;No;RM;23;74;60;54;67;40;62;60;32;65;72;76;0;1
240212;D. Petković;26;197;90;Montenegro;Angers SCO;64;0.4;4;Right;No;GK;30;;;;;;;10;11;13;39;44;0;1
240408;F. Boló;25;170;70;Argentina;Deportivo Pasto;64;0.575;1;Left;No;RM;29;72;55;62;67;40;49;47;63;65;73;71;0;0
241913;A. Foosnæs;25;172;69;Norway;Ranheim Fotball;64;0.5;1;Left;No;LB;24;75;42;53;62;60;57;38;31;58;75;75;0;0
243125;S. Strand;26;175;70;Sweden;IF Elfsborg;64;0.5;1;Right;No;LB;20;83;31;50;60;60;59;45;30;62;82;84;0;1
244521;I. Durmuş;25;180;73;Turkey;St. Mirren;64;0.575;2;Left;No;LM;11;77;60;62;63;50;56;35;73;60;80;75;0;0
245487;Diogo Silva;26;189;82;Portugal;CD Tondela;64;0.4;2;Right;No;GK;13;;;;;;;11;15;12;24;27;0;1
248000;E. Pap;25;182;82;Romania;FC Botoşani;64;0.425;2;Right;No;GK;1;;;;;;;10;14;13;32;17;0;1
250907;R. Garcia;25;181;75;Germany;Chemnitzer FC;64;0.575;1;Left;No;LM;16;79;59;59;66;25;54;37;55;62;78;80;0;0
251228;D. Kovačec;25;178;71;Croatia;WSG Tirol;64;0.575;3;Right;No;LM;23;86;60;54;66;38;59;41;57;65;87;85;0;1
251234;Márcio Meira;25;169;63;Portugal;Gil Vicente FC;64;0.575;2;Right;No;CM;17;65;43;59;69;52;52;44;33;68;66;64;0;1
188278;M. Birighitti;28;189;84;Australia;Central Coast Mariners;64;0.4;1;Right;No;GK;1;;;;;;;11;11;16;46;50;0;1
189955;O. Söderberg;28;194;94;Sweden;AFC Eskilstuna;64;0.4;1;Left;No;GK;1;;;;;;;14;11;15;32;28;0;0
198155;D. Achucarro;28;178;79;Argentina;Cúcuta Deportivo;64;0.45;1;Left;No;CB;20;63;36;50;56;62;70;61;46;58;62;63;0;0
199770;M. Maak;27;191;87;Austria;SCR Altach;64;0.475;3;Right;No;CB;31;47;31;48;52;62;71;58;23;51;34;57;0;1
199812;R. Allsop;27;189;80;England;Wycombe Wanderers;64;0.375;2;Right;Yes;GK;1;;;;;;;13;12;26;42;42;1;1
202128;N. Ralph;26;175;70;England;Southend United;64;0.475;2;Left;No;LB;3;77;44;56;65;59;54;58;43;62;75;79;0;0
202904;J. Tamm;27;192;97;Estonia;Lillestrøm SK;64;0.475;1;Left;No;CB;6;59;51;43;50;60;78;68;49;52;53;64;0;0
203500;D. Rose;25;173;72;England;Mansfield Town;64;0.55;5;Right;No;ST;32;79;62;53;64;41;67;66;39;60;77;80;0;1
203849;C. Cropper;26;193;91;United States;New England Revolution;64;0.4;2;Right;No;GK;1;;;;;;;11;16;23;34;37;0;1
204438;C. Diop;25;185;77;Senegal;Montreal Impact;64;0.4;1;Right;Yes;GK;23;;;;;;;8;7;23;34;29;1;1
206471;Jean Deretti;26;174;65;Brazil;Academica Clinceni;64;0.55;2;Left;No;CM;25;74;57;61;66;35;36;46;51;64;76;73;0;0
207646;P. Sweeney;24;178;80;Republic of Ireland;Exeter City;64;0.5;3;Right;No;RB;2;73;41;54;59;60;74;58;30;62;72;73;0;1
208719;P. Kühn;26;189;95;Germany;VfL Osnabrück;64;0.4;3;Right;No;GK;22;;;;;;;16;16;24;33;31;0;1
210367;J. Tillson;26;183;67;England;Exeter City;64;0.5;3;Right;No;CM;6;58;44;56;61;60;73;59;37;62;61;56;0;1
210706;N. Chamed;25;175;76;Comoros;Gaz Metan Mediaş;64;0.55;3;Right;No;RM;7;79;59;62;66;30;60;41;65;61;81;77;0;1
212013;K. Baccus;27;180;75;Australia;Kaizer Chiefs;64;0.475;1;Right;No;CM;6;69;48;60;62;62;63;44;54;63;67;70;0;1
212045;C. Nielsen;24;184;80;Denmark;Aarhus GF;64;0.5;3;Left;No;LB;16;76;60;57;63;58;70;41;58;63;75;77;0;0
213141;S. Patzler;28;190;80;Germany;Viktoria Köln;64;0.4;1;Right;No;GK;1;;;;;;;18;9;24;30;41;0;1
213281;P. Retre;26;178;75;Australia;Sydney FC;64;0.475;2;Right;No;RB;8;63;48;59;65;61;66;50;37;64;61;64;0;1
213303;B. Perea;26;189;78;Colombia;Independiente Santa Fe;64;0.55;1;Right;No;ST;34;66;61;58;62;32;59;70;59;66;65;67;0;1
215738;J. Beaulieu;26;180;65;France;FC Chambly Oise;64;0.5;1;Right;No;CM;28;57;46;57;62;65;59;57;33;66;58;57;0;1
216181;P. Tschernegg;26;181;75;Austria;TSV Hartberg;64;0.5;2;Right;No;CM;29;51;39;55;57;61;78;54;38;57;52;51;0;1
219768;J. Vojtuš;25;186;74;Slovakia;Academica Clinceni;64;0.55;2;Right;No;ST;77;70;63;44;57;23;64;67;35;61;67;73;0;1
221001;U. Saltnes;26;187;78;Norway;FK Bodø/Glimt;64;0.525;1;Right;No;CM;14;68;61;63;62;62;74;60;55;64;69;68;0;1
221853;Mi Haolun;26;175;60;China PR;Tianjin Quanjian FC;64;0.475;5;Left;No;LB;25;81;57;58;61;63;63;57;38;54;82;81;0;0
223968;V. Vasić;29;186;80;Serbia;Royal Excel Mouscron;64;0.375;2;Right;No;GK;90;;;;;;;18;20;19;41;47;0;1
224323;B. Touré;24;170;65;Ivory Coast;Vitória Guimarães;64;0.55;2;Right;No;CM;22;67;54;59;67;54;56;36;43;64;68;66;0;1
226775;J. Chapman;25;183;71;Canada;Toronto FC;64;0.55;2;Right;Yes;CM;14;68;55;61;66;52;67;55;52;67;66;69;1;1
227498;K. Woolery;24;181;78;England;Swindon Town;64;0.55;3;Right;No;RM;11;86;59;52;67;19;56;57;32;63;87;86;0;1
228780;Kako Sanz;26;181;70;Spain;CD Numancia;64;0.5;3;Right;No;CM;8;50;43;63;62;59;59;49;35;70;48;52;0;1
229515;Ángel García;26;185;85;Spain;Wisła Płock;64;0.475;2;Left;No;LB;24;78;58;58;63;59;67;53;61;61;77;78;0;0
229543;D. Kiki;25;180;76;Benin;Stade Brestois 29;64;0.475;4;Left;No;LB;12;73;51;57;64;59;71;62;37;63;71;74;0;0
229895;D. Donohue;25;180;71;Wales;Mansfield Town;64;0.55;5;Left;No;CM;14;67;56;66;64;59;67;56;55;64;68;67;0;0
230983;M. Firenze;26;180;70;Italy;US Salernitana 1919;64;0.525;1;Right;No;CM;8;62;60;63;67;42;55;63;45;66;64;61;0;1
